ilan_no;baslik;fiyat;konut_tipi;oda_sayisi;m2;bulundugu_kat;bina_yasi;isinma_tipi;tapu_durumu;banyo_sayisi;kat_sayisi;krediye_uygun;esya_durumu;firma_adi;ilan_tarihi;konum;url
62044-4900;Satılık Daire - Ankara / Altındağ / Karapürçek Mah.;2849000;Satılık Daire;4 +                          1;150;Kot 1;8;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Hilal Emlak;13.02.2026;Ankara / Altındağ / Karapürçek Mah.;https://www.hepsiemlak.com/ankara-altindag-karapurcek-satilik/daire/62044-4900
38398-147;Satılık Daire - Ankara / Çankaya / Mebusevleri Mah.;18000000;Satılık Daire;4 +                          1;170;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Çarşı Premium;14.02.2026;Ankara / Çankaya / Mebusevleri Mah.;https://www.hepsiemlak.com/ankara-cankaya-mebusevleri-satilik/daire/38398-147
155485-68;Satılık Daire - Ankara / Mamak / Küçük Kayaş Mah.;2145000;Satılık Daire;2 +                          1;105;Kot 2;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Akdağ Emlak;10.02.2026;Ankara / Mamak / Küçük Kayaş Mah.;https://www.hepsiemlak.com/ankara-mamak-kucuk-kayas-satilik/daire/155485-68
163489-154;Satılık Daire - Ankara / Mamak / Cengizhan Mah.;3475000;Satılık Daire;3 +                          1;135;Kot 1;15;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Ömer Çalpan Prime;10.02.2026;Ankara / Mamak / Cengizhan Mah.;https://www.hepsiemlak.com/ankara-mamak-cengizhan-satilik/daire/163489-154
159469-303;Satılık Daire - Ankara / Çankaya / Mürsel Uluç Mah.;7000000;Satılık Daire;3 +                          1;155;1. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;8;Evet;Boş;Alaçatı Proje Premium Gayrimenkul;11.02.2026;Ankara / Çankaya / Mürsel Uluç Mah.;https://www.hepsiemlak.com/ankara-cankaya-mursel-uluc-satilik/daire/159469-303
137758-1229;Satılık Daire - Ankara / Gölbaşı / Taşpınar Mah.;5190000;Satılık Daire;1 +                          1;80;5. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;30;Evet;Boş;Eroğlu Emlak;10.02.2026;Ankara / Gölbaşı / Taşpınar Mah.;https://www.hepsiemlak.com/ankara-golbasi-taspinar-satilik/daire/137758-1229
16761-33230;Satılık Daire - Ankara / Çankaya / Şehit Cevdet Özdemir Mah.;6875000;Satılık Daire;3 +                          1;130;3. Kat;30;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Doğan Emlak Dikmen;13.02.2026;Ankara / Çankaya / Şehit Cevdet Özdemir Mah.;https://www.hepsiemlak.com/ankara-cankaya-sehit-cevdet-ozdemir-satilik/daire/16761-33230
141726-907;Satılık Daire - Ankara / Çubuk / Dumlupınar Mah.;2580000;Satılık Daire;2 +                          1;75;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Smart Gyd İnşaat Proje Taah. Tic. LTD.ŞTİ;11.02.2026;Ankara / Çubuk / Dumlupınar Mah.;https://www.hepsiemlak.com/ankara-cubuk-dumlupinar-satilik/daire/141726-907
154576-519;Satılık Daire - Ankara / Mamak / Ege Mah.;5639000;Satılık Daire;3 +                          1;140;7. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;8;Evet;Boş;Seyit Gayrimenkul;10.02.2026;Ankara / Mamak / Ege Mah.;https://www.hepsiemlak.com/ankara-mamak-ege-satilik/daire/154576-519
28888-1855;Satılık Daire - Ankara / Etimesgut / Yapracık Mah.;4950000;Satılık Daire;2 +                          1;87;8. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;12;Evet;Boş;Irmak Emlak Yapracık;10.02.2026;Ankara / Etimesgut / Yapracık Mah.;https://www.hepsiemlak.com/ankara-etimesgut-yapracik-satilik/daire/28888-1855
692546-2363;Satılık Daire - Ankara / Mamak / Kazım Orbay Mah.;2490000;Satılık Daire;2 +                          1;95;Kot 1;19;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Yaşar Emlak;11.02.2026;Ankara / Mamak / Kazım Orbay Mah.;https://www.hepsiemlak.com/ankara-mamak-kazim-orbay-satilik/daire/692546-2363
141244-534;Satılık Daire - Ankara / Keçiören / Sancaktepe Mah.;5499000;Satılık Daire;3 +                          1;135;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Eroklar Gayrimenkul;13.02.2026;Ankara / Keçiören / Sancaktepe Mah.;https://www.hepsiemlak.com/ankara-kecioren-sancaktepe-satilik/daire/141244-534
131733-2116;Satılık Daire - Ankara / Keçiören / Çaldıran Mah.;3250000;Satılık Daire;3 +                          1;120;En Üst Kat;18;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Jüpiter Gayrimenkul Emlak;15.02.2026;Ankara / Keçiören / Çaldıran Mah.;https://www.hepsiemlak.com/ankara-kecioren-caldiran-satilik/daire/131733-2116
113450-1493;Satılık Daire - Ankara / Keçiören / Şenlik Mah.;6790000;Satılık Daire;3 +                          1;150;12. Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;13;Evet;Boş;-;15.02.2026;Ankara / Keçiören / Şenlik Mah.;https://www.hepsiemlak.com/ankara-kecioren-senlik-satilik/daire/113450-1493
163081-102;Satılık Daire - Ankara / Çankaya / Akpınar Mah.;12000000;Satılık Daire;2 +                          1;90;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Zen Gayrimenkul Etlik;10.02.2026;Ankara / Çankaya / Akpınar Mah.;https://www.hepsiemlak.com/ankara-cankaya-akpinar-satilik/daire/163081-102
153627-570;Satılık Daire - Ankara / Mamak / Durali Alıç Mah.;4699000;Satılık Daire;3 +                          1;145;5. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;12;Evet;Boş;Efe Gayrimenkul;12.02.2026;Ankara / Mamak / Durali Alıç Mah.;https://www.hepsiemlak.com/ankara-mamak-durali-alic-satilik/daire/153627-570
134545-650;Satılık Daire - Ankara / Mamak / Peyami Safa Mah.;2550000;Satılık Daire;3 +                          1;150;Kot 1;15;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Sonar Emlak;12.02.2026;Ankara / Mamak / Peyami Safa Mah.;https://www.hepsiemlak.com/ankara-mamak-peyami-safa-satilik/daire/134545-650
139996-383;Satılık Daire - Ankara / Yenimahalle / Pamuklar Mah.;5475000;Satılık Daire;3 +                          1;140;5. Kat;12;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;Veranka Invest Gayrimenkul;14.02.2026;Ankara / Yenimahalle / Pamuklar Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-pamuklar-satilik/daire/139996-383
78588-409;Satılık Daire - Ankara / Mamak / Akşemsettin Mah.;10750000;Satılık Daire;4 +                          1;222;3. Kat;1;Kombi (Doğalgaz);Kat Mülkiyeti;1;23;Evet;Boş;Merkez Gayrımenkul;13.02.2026;Ankara / Mamak / Akşemsettin Mah.;https://www.hepsiemlak.com/ankara-mamak-aksemsettin-satilik/daire/78588-409
129424-4009;Satılık Daire - Ankara / Gölbaşı / İncek Mah.;6350000;Satılık Daire;2 +                          1;105;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Alaçatı Gayrimenkul;14.02.2026;Ankara / Gölbaşı / İncek Mah.;https://www.hepsiemlak.com/ankara-golbasi-incek-satilik/daire/129424-4009
138708-1052;Satılık Daire - Ankara / Mamak / Cengizhan Mah.;3899000;Satılık Daire;3 +                          1;140;3. Kat;14;Kombi (Doğalgaz);Kat Mülkiyeti;1;7;Evet;Boş;Çalpan Gayrimenkul;12.02.2026;Ankara / Mamak / Cengizhan Mah.;https://www.hepsiemlak.com/ankara-mamak-cengizhan-satilik/daire/138708-1052
141395-166;Satılık Daire - Ankara / Keçiören / Aktepe Mah.;3400000;Satılık Daire;3 +                          1;125;3. Kat;18;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Sefam Emlak;14.02.2026;Ankara / Keçiören / Aktepe Mah.;https://www.hepsiemlak.com/ankara-kecioren-aktepe-satilik/daire/141395-166
110538-3787;Satılık Daire - Ankara / Yenimahalle / Avcılar Mah.;5700000;Satılık Daire;4 +                          1;160;7. Kat;12;Kombi (Doğalgaz);Kat Mülkiyeti;1;18;Evet;Boş;Remax Note;10.02.2026;Ankara / Yenimahalle / Avcılar Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-avcilar-satilik/daire/110538-3787
118808-1559;Satılık Daire - Ankara / Keçiören / Ayvalı Mah.;5250000;Satılık Daire;2 +                          1;100;2. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Gold Emlak;10.02.2026;Ankara / Keçiören / Ayvalı Mah.;https://www.hepsiemlak.com/ankara-kecioren-ayvali-satilik/daire/118808-1559
158449-87;Satılık Daire - Ankara / Gölbaşı / Eymir Mah.;5800000;Satılık Daire;2 +                          1;100;Ara Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Alaçatı Gayrimenkul Gölbaşı Şube;13.02.2026;Ankara / Gölbaşı / Eymir Mah.;https://www.hepsiemlak.com/ankara-golbasi-eymir-satilik/daire/158449-87
120327-559;Satılık Daire - Ankara / Mamak / Şahintepe Mah.;6200000;Satılık Daire;6 +                          1;280;4. Kat;7;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Asya Global Gayrimenkul;14.02.2026;Ankara / Mamak / Şahintepe Mah.;https://www.hepsiemlak.com/ankara-mamak-sahintepe-satilik/daire/120327-559
159567-9;Satılık Daire - Ankara / Çankaya / Kırkkonaklar Mah.;5500000;Satılık Daire;2 +                          1;88;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Karaca Emlak Ofisi;15.02.2026;Ankara / Çankaya / Kırkkonaklar Mah.;https://www.hepsiemlak.com/ankara-cankaya-kirkkonaklar-satilik/daire/159567-9
122298-640;Satılık Villa - Ankara / Gölbaşı / Bahçelievler Mah.;26000000;Satılık Villa;6 +                          1;450;;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Özatılım Emlak;12.02.2026;Ankara / Gölbaşı / Bahçelievler Mah.;https://www.hepsiemlak.com/ankara-golbasi-bahcelievler-satilik/villa/122298-640
132544-282;Satılık Daire - Ankara / Ayaş / Hacırecep Mah.;2450000;Satılık Daire;2 +                          1;95;6. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;10;Evet;Boş;Emlak Dünyası;9.02.2026;Ankara / Ayaş / Hacırecep Mah.;https://www.hepsiemlak.com/ankara-ayas-hacirecep-satilik/daire/132544-282
9744-943;Satılık Daire - Ankara / Çankaya / Yukarı Bahçelievler Mah.;8500000;Satılık Daire;3 +                          1;115;1. Kat;40;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Filiz Emlak Müşavirliği;5.02.2026;Ankara / Çankaya / Yukarı Bahçelievler Mah.;https://www.hepsiemlak.com/ankara-cankaya-yukari-bahcelievler-satilik/daire/9744-943
13344-1289;Satılık Daire - Ankara / Çankaya / Birlik Mah.;5250000;Satılık Daire;5 +                          2;180;Bodrum ve Zemin;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Birlik Köşk Emlak;13.02.2026;Ankara / Çankaya / Birlik Mah.;https://www.hepsiemlak.com/ankara-cankaya-birlik-satilik/daire/13344-1289
114171-213;Satılık Daire - Ankara / Mamak / Akşemsettin Mah.;3639000;Satılık Daire;1 +                          1;65;5. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;15;Evet;Boş;-;13.02.2026;Ankara / Mamak / Akşemsettin Mah.;https://www.hepsiemlak.com/ankara-mamak-aksemsettin-satilik/daire/114171-213
27900-2945;Satılık Daire - Ankara / Yenimahalle / Yeni Batı Mah.;3900000;Satılık Daire;1 +                          1;55;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;5;Evet;Boş;Vıp Investment;16.02.2026;Ankara / Yenimahalle / Yeni Batı Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-yeni-bati-satilik/daire/27900-2945
51918-974;Satılık Villa - Ankara / Sincan / Malıköy Mah.;5000000;Satılık Villa;3 +                          1;650;;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Taş Gayrimenkul;16.02.2026;Ankara / Sincan / Malıköy Mah.;https://www.hepsiemlak.com/ankara-sincan-malikoy-satilik/villa/51918-974
98484-760;Satılık Daire - Ankara / Keçiören / Kavacık Subayevleri Mah.;6250000;Satılık Daire;3 +                          1;160;1. Kat;38;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;-;15.02.2026;Ankara / Keçiören / Kavacık Subayevleri Mah.;https://www.hepsiemlak.com/ankara-kecioren-kavacik-subayevleri-satilik/daire/98484-760
67010-369;Satılık Daire - Ankara / Etimesgut / Kazım Karabekir Mah.;5350000;Satılık Daire;2 +                          1;80;2. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Viaport Gayrimenkul;10.02.2026;Ankara / Etimesgut / Kazım Karabekir Mah.;https://www.hepsiemlak.com/ankara-etimesgut-kazim-karabekir-satilik/daire/67010-369
44668-423;Satılık Daire - Ankara / Altındağ / Zübeyde Hanım Mah.;7600000;Satılık Daire;2 +                          1;83;4. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;40;Evet;Boş;Luxia Investment & Real Estate;16.02.2026;Ankara / Altındağ / Zübeyde Hanım Mah.;https://www.hepsiemlak.com/ankara-altindag-zubeyde-hanim-satilik/daire/44668-423
2726-7689;Satılık Daire - Ankara / Keçiören / Kuşcağız Mah.;3890000;Satılık Daire;3 +                          1;125;1. Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Ayyıldız Emlak;16.02.2026;Ankara / Keçiören / Kuşcağız Mah.;https://www.hepsiemlak.com/ankara-kecioren-kuscagiz-satilik/daire/2726-7689
4846-5418;Satılık Villa - Ankara / Çankaya / Alacaatlı Mah.;20000000;Satılık Villa;4 +                          2;300;Bahçe Katı;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;5.02.2026;Ankara / Çankaya / Alacaatlı Mah.;https://www.hepsiemlak.com/ankara-cankaya-alacaatli-satilik/villa/4846-5418
49784-47;Satılık Daire - Ankara / Altındağ / Karapürçek Mah.;7900000;Satılık Daire;4 +                          1;200;2. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;13;Evet;Boş;-;2.02.2026;Ankara / Altındağ / Karapürçek Mah.;https://www.hepsiemlak.com/ankara-altindag-karapurcek-satilik/daire/49784-47
103812-63;Satılık Daire - Ankara / Keçiören / Yakacık Mah.;6500000;Satılık Daire;3 +                          1;120;2. Kat;33;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;12.02.2026;Ankara / Keçiören / Yakacık Mah.;https://www.hepsiemlak.com/ankara-kecioren-yakacik-satilik/daire/103812-63
92263-293;Satılık Daire - Ankara / Mamak / Boğaziçi Mah.;3875000;Satılık Daire;3 +                          1;125;3. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;9.02.2026;Ankara / Mamak / Boğaziçi Mah.;https://www.hepsiemlak.com/ankara-mamak-bogazici-satilik/daire/92263-293
53138-12623;Satılık Daire - Ankara / Mamak / Türközü Mah.;5700000;Satılık Daire;5 +                          1;200;3. Kat;13;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Emlak Şehri;10.02.2026;Ankara / Mamak / Türközü Mah.;https://www.hepsiemlak.com/ankara-mamak-turkozu-satilik/daire/53138-12623
2626-11479;Satılık Villa - Ankara / Etimesgut / Yeni Bağlıca Mah.;14350000;Satılık Villa;6 +                          1;330;;1;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Eskıdjı Gayrimenkul/ankara Bölge Ortaklığı;12.02.2026;Ankara / Etimesgut / Yeni Bağlıca Mah.;https://www.hepsiemlak.com/ankara-etimesgut-yeni-baglica-satilik/villa/2626-11479
97895-2180;Satılık Daire - Ankara / Etimesgut / Atayurt Mah.;3200000;Satılık Daire;2 +                          1;85;11. Kat;13;Kombi (Doğalgaz);Kat Mülkiyeti;1;13;Evet;Boş;Epa Egemen Gayrimenkul;11.02.2026;Ankara / Etimesgut / Atayurt Mah.;https://www.hepsiemlak.com/ankara-etimesgut-atayurt-satilik/daire/97895-2180
92647-4735;Satılık Daire - Ankara / Etimesgut / Atayurt Mah.;4400000;Satılık Daire;2 +                          1;95;1. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;10;Evet;Boş;Emlak Küpü;12.02.2026;Ankara / Etimesgut / Atayurt Mah.;https://www.hepsiemlak.com/ankara-etimesgut-atayurt-satilik/daire/92647-4735
101486-2729;Satılık Daire - Ankara / Keçiören / Karakaya Mah.;3198000;Satılık Daire;3 +                          0;130;Bahçe Katı;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Kurumsal Gayrimenkul;10.02.2026;Ankara / Keçiören / Karakaya Mah.;https://www.hepsiemlak.com/ankara-kecioren-karakaya-satilik/daire/101486-2729
111334-7252;Satılık Daire - Ankara / Sincan / Mevlana Mah.;8700000;Satılık Daire;4 +                          1;160;10. Kat;1;Kombi (Doğalgaz);Kat Mülkiyeti;1;15;Evet;Boş;Good Invest Gayrımenkul;12.02.2026;Ankara / Sincan / Mevlana Mah.;https://www.hepsiemlak.com/ankara-sincan-mevlana-satilik/daire/111334-7252
66694-7250;Satılık Müstakil Ev - Ankara / Pursaklar / Abadan Mah.;23000000;Satılık Müstakil Ev;4 +                          1;220;;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;2;Evet;Boş;Gökçe Emlak;14.02.2026;Ankara / Pursaklar / Abadan Mah.;https://www.hepsiemlak.com/ankara-pursaklar-abadan-satilik/mustakil-ev/66694-7250
9937-3195;Satılık Daire - Ankara / Çankaya / Göktürk Mah.;6000000;Satılık Daire;3 +                          1;120;3. Kat;15;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Taci Emlak;16.02.2026;Ankara / Çankaya / Göktürk Mah.;https://www.hepsiemlak.com/ankara-cankaya-gokturk-satilik/daire/9937-3195
6431-1357;Satılık Daire - Ankara / Çankaya / Mürsel Uluç Mah.;3600000;Satılık Daire;2 +                          1;100;Yüksek Giriş;26;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;-;12.02.2026;Ankara / Çankaya / Mürsel Uluç Mah.;https://www.hepsiemlak.com/ankara-cankaya-mursel-uluc-satilik/daire/6431-1357
43014-3467;Satılık Daire - Ankara / Mamak / Cengizhan Mah.;11250000;Satılık Daire;3 +                          1;170;21 ve üzeri;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;30;Evet;Boş;Yaşarkent Gayrimenkul;13.02.2026;Ankara / Mamak / Cengizhan Mah.;https://www.hepsiemlak.com/ankara-mamak-cengizhan-satilik/daire/43014-3467
1444-3715;Satılık Daire - Ankara / Etimesgut / Altay Mah.;5550000;Satılık Daire;3 +                          1;120;En Üst Kat;33;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Aradığın Ev Gayrimenkul;11.02.2026;Ankara / Etimesgut / Altay Mah.;https://www.hepsiemlak.com/ankara-etimesgut-altay-satilik/daire/1444-3715
5233-5559;Satılık Daire - Ankara / Çankaya / Kırkkonaklar Mah.;6500000;Satılık Daire;3 +                          1;120;Giriş Katı;12;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;11.02.2026;Ankara / Çankaya / Kırkkonaklar Mah.;https://www.hepsiemlak.com/ankara-cankaya-kirkkonaklar-satilik/daire/5233-5559
159153-17;Satılık Daire - Ankara / Gölbaşı / Seğmenler Mah.;3500000;Satılık Daire;1 +                          1;40;4. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Asus Gayrimenkul;14.02.2026;Ankara / Gölbaşı / Seğmenler Mah.;https://www.hepsiemlak.com/ankara-golbasi-segmenler-satilik/daire/159153-17
110610-22;Satılık Daire - Ankara / Çankaya / Aziziye Mah.;9400000;Satılık Daire;4 +                          1;190;Bodrum ve Zemin;35;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;Myk Gayrimenkul;13.02.2026;Ankara / Çankaya / Aziziye Mah.;https://www.hepsiemlak.com/ankara-cankaya-aziziye-satilik/daire/110610-22
85335-1295;Satılık Villa - Ankara / Çankaya / Dodurga Mah.;23500000;Satılık Villa;4 +                          1;263;;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Remax Su;14.02.2026;Ankara / Çankaya / Dodurga Mah.;https://www.hepsiemlak.com/ankara-cankaya-dodurga-satilik/villa/85335-1295
32620-207;Satılık Daire - Ankara / Sincan / Atatürk Mah.;2449000;Satılık Daire;2 +                          1;95;Yüksek Giriş;18;Kombi (Doğalgaz);Kat Mülkiyeti;1;4;Evet;Boş;-;14.02.2026;Ankara / Sincan / Atatürk Mah.;https://www.hepsiemlak.com/ankara-sincan-ataturk-satilik/daire/32620-207
115614-2661;Satılık Daire - Ankara / Yenimahalle / Çiğdemtepe Mah.;5250000;Satılık Daire;3 +                          1;150;3. Kat;11;Kombi (Doğalgaz);Kat Mülkiyeti;1;6;Evet;Boş;Koru Emlak;13.02.2026;Ankara / Yenimahalle / Çiğdemtepe Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-cigdemtepe-satilik/daire/115614-2661
44716-9477;Satılık Daire - Ankara / Mamak / Çağlayan Mah.;4210000;Satılık Daire;3 +                          1;135;2. Kat;0;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Gökçebey Emlak;13.02.2026;Ankara / Mamak / Çağlayan Mah.;https://www.hepsiemlak.com/ankara-mamak-caglayan-satilik/daire/44716-9477
5978-6319;Satılık Daire - Ankara / Çankaya / Sokullu Mehmet Paşa Mah.;5950000;Satılık Daire;3 +                          1;120;3. Kat;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Berşan Emlak;15.02.2026;Ankara / Çankaya / Sokullu Mehmet Paşa Mah.;https://www.hepsiemlak.com/ankara-cankaya-sokullu-mehmet-pasa-satilik/daire/5978-6319
5733-7127;Satılık Daire - Ankara / Çankaya / Ata Mah.;2900000;Satılık Daire;2 +                          1;90;Kot 1;25;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Didem Emlak;12.02.2026;Ankara / Çankaya / Ata Mah.;https://www.hepsiemlak.com/ankara-cankaya-ata-satilik/daire/5733-7127
28851-16251;Satılık Daire - Ankara / Etimesgut / İstasyon Mah.;4150000;Satılık Daire;3 +                          1;155;3. Kat;15;Kombi (Doğalgaz);Kat Mülkiyeti;1;3;Evet;Boş;Ayyıldız Gayrimenkul;10.02.2026;Ankara / Etimesgut / İstasyon Mah.;https://www.hepsiemlak.com/ankara-etimesgut-istasyon-satilik/daire/28851-16251
2220-9548;Satılık Daire - Ankara / Çankaya / Yaşamkent Mah.;17500000;Satılık Daire;5 +                          1;270;2. Kat;6;Kombi (Doğalgaz);Kat Mülkiyeti;1;25;Evet;Boş;Konut Emlak;4.02.2026;Ankara / Çankaya / Yaşamkent Mah.;https://www.hepsiemlak.com/ankara-cankaya-yasamkent-satilik/daire/2220-9548
33553-6523;Satılık Daire - Ankara / Yenimahalle / Gayret Mah.;8700000;Satılık Daire;3 +                          1;115;11. Kat;40;Kombi (Doğalgaz);Kat Mülkiyeti;1;11;Evet;Boş;Aymir Gayrimenkul;15.02.2026;Ankara / Yenimahalle / Gayret Mah.;https://www.hepsiemlak.com/ankara-yenimahalle-gayret-satilik/daire/33553-6523
